Sector,Subsector,Energético,Unidad,SEC Tcal,BNE Tcal,Dif %,Emisiones SEC CO2eq (Millt),Emisiones SEC CO2 ajustadas con PCI (Millt),Emisiones BNE CO2eq (Millt),Emisiones BNE CO2 BNE ajustadas con PCI (Millt),Categoría INGEI
Agroindustria,Agroindustria,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Agroindustria,Agroindustria,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Agroindustria,Agroindustria,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Agroindustria,Agroindustria,Metanol,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Gas Natural,Millones m3,,509.8286571,,,,0.10780659101631655,0.10770138538496013,Industrias manufactureras y de la construcción
Construcción,Construcción,Carbón,Mil ton,,0.161,,,,6.45011146976e-05,6.0538588879999995e-05,Industrias manufactureras y de la construcción
Construcción,Construcción,Biomasa,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Biogás,Millones m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Geotermia,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Diésel,Mil m3,,1899.333373,,,,0.5613318041229854,0.5594157485631296,Industrias manufactureras y de la construcción
Construcción,Construcción,Petróleo Combustible,Mil ton,,39.024741,,,,0.01204531116096002,0.012005942836774319,Industrias manufactureras y de la construcción
Construcción,Construcción,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Kerosene,Mil m3,,1.638232128,,,,0.0004698399355015499,0.0004681872799847193,Industrias manufactureras y de la construcción
Construcción,Construcción,Gas Licuado,Mil ton,,20.0397397,,,,0.0047657650227646165,0.004761629724683592,Industrias manufactureras y de la construcción
Construcción,Construcción,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Kerosene de Aviación,Mil m3,,4.04595,,,,0.0011596375081835099,0.00114985170729,Industrias manufactureras y de la construcción
Construcción,Construcción,Nafta,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Electricidad,Gwh,,19.48405766,,,,,,Industrias manufactureras y de la construcción
Construcción,Construcción,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Construcción,Construcción,Metanol,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gas Natural,Millones m3,,4493.907365,,,,0.9502659895964644,0.9493386498814286,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Carbón,Mil ton,,969.38597,,,,0.3883632027156164,0.36450471244639765,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Biomasa,Mil ton,,3328.661701,,,,0.11500180528723969,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Biogás,Millones m3,,10.6115744,,,,0.0021879440176289316,0.0021817583730109444,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Geotermia,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Diésel,Mil m3,,3690.8217,,,,1.0907909232831998,1.087067606703156,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Petróleo Combustible,Mil ton,,411.1901364,,,,0.12691725844524102,0.12650244809219452,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Kerosene,Mil m3,,28.58973107,,,,0.008199446935724762,0.008170605493800887,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gas Licuado,Mil ton,,2410.829345,,,,0.5733331041348573,0.5728356177346693,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gasolina Aviación,Mil m3,,0.519881053,,,,0.00014517408287307006,0.000144649624662508,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Kerosene de Aviación,Mil m3,,297.3285168,,,,0.08521936759817864,0.08450022928322976,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Nafta,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Coque de Petróleo,Mil ton,,89.21060809,,,,0.03466294273071704,0.034572946691022864,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Electricidad,Gwh,,8093.288349,,,,,,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Coque Mineral,Mil ton,,9.410037,,,,0.004028192513735317,0.0040021226122332,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Industrias Varias,Industrias Varias,Metanol,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gas Natural,Millones m3,,326.8486076,,,,0.06911426745647667,0.06904682065127721,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Carbón,Mil ton,,8.577156,,,,0.0034362492107776893,0.00322514857666848,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Biomasa,Mil ton,,7.2503305,,,,0.00025049139003180875,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Biogás,Millones m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Geotermia,Gwh,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Diésel,Mil m3,,4123.440468,,,,1.218647716088,1.2144879718604942,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Petróleo Combustible,Mil ton,,349.8254683,,,,0.10797654282195127,0.10762363740627023,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Kerosene,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gas Licuado,Mil ton,,14.17538898,,,,0.003371130263980774,0.0033682051032888527,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Kerosene de Aviación,Mil m3,,182.463354,,,,0.0522970746468359,0.05185575677276281,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Nafta,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Electricidad,Gwh,,938.6927517,,,,,,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Minas Varias,Minas Varias,Metanol,Mil ton,,0.0,,,,0.0,0.0,Industrias manufactureras y de la construcción
Terrestre,Terrestre,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Gas Natural,Millones m3,,86.50418002,,,,0.019314435877958704,0.018274021869893804,Transporte
Terrestre,Terrestre,Carbón,Mil ton,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Biomasa,Mil ton,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Biogás,Millones m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Geotermia,Gwh,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Diésel,Mil m3,48821.78635991999,50067.67564,0.024884104647443336,14.633851634978885,14.389234645996938,14.997258321309452,14.746566687619914,Transporte
Terrestre,Terrestre,Petróleo Combustible,Mil ton,4.834515,45.435978,0.8935972061611615,0.0014904352309185497,0.0014883315684690599,0.01399811434486433,0.013978356822430558,Transporte
Terrestre,Terrestre,Gasolina de Motor,Mil m3,39182.28499584,38677.6111,-0.013048217857487962,11.269066337253252,10.800125809673075,11.116479691717648,10.653888763999406,Transporte
Terrestre,Terrestre,Kerosene,Mil m3,11.282805900000001,75.88636219,0.8513197157645962,0.003253957367466333,0.003226649768245507,0.021870964532834547,0.021687420783919182,Transporte
Terrestre,Terrestre,Gas Licuado,Mil ton,,192.8318214,,,,0.04698742050521443,0.04581864567048831,Transporte
Terrestre,Terrestre,Gasolina Aviación,Mil m3,0.0,0.16758,1.0,0.0,0.0,4.67958442945392e-05,4.662678888e-05,Transporte
Terrestre,Terrestre,Kerosene de Aviación,Mil m3,1.222776,5.672988333,0.7844564578271626,0.00035070276366036215,0.00034774329797064,0.0016259741357244268,0.0016122530728596006,Transporte
Terrestre,Terrestre,Nafta,Mil m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Electricidad,Gwh,,254.5752414,,,,,,Transporte
Terrestre,Terrestre,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Transporte
Terrestre,Terrestre,Metanol,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gas Natural,Millones m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Carbón,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Biomasa,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Biogás,Millones m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Geotermia,Gwh,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Diésel,Mil m3,,452.122575,,,,0.13542867655620627,0.133164873703251,Transporte
Ferroviario,Ferroviario,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Kerosene,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gas Licuado,Mil ton,,0.044256113,,,,1.0783907844461643e-05,1.051566668601768e-05,Transporte
Ferroviario,Ferroviario,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Nafta,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Electricidad,Gwh,,401.5697809,,,,,,Transporte
Ferroviario,Ferroviario,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Transporte
Ferroviario,Ferroviario,Metanol,Mil ton,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Gas Natural,Millones m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Carbón,Mil ton,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Biomasa,Mil ton,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Biogás,Millones m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Geotermia,Gwh,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Diésel,Mil m3,,2208.725362,,,,0.6616010108581453,0.6505418002538301,Transporte
Marítimo,Marítimo,Petróleo Combustible,Mil ton,1911.8905833300303,1992.601832,0.04050545742445638,0.5894177767690233,0.5885858479348621,0.6138894663634653,0.6130229971659207,Transporte
Marítimo,Marítimo,Gasolina de Motor,Mil m3,,5.170107908,,,,0.0014859604284937547,0.0014241250424513851,Transporte
Marítimo,Marítimo,Kerosene,Mil m3,0.0,0.0,,0.0,0.0,0.0,0.0,Transporte
Marítimo,Marítimo,Gas Licuado,Mil ton,,0.292799793,,,,7.134666310594077e-05,6.95719714228625e-05,Transporte
Marítimo,Marítimo,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Kerosene de Aviación,Mil m3,,0.081071847,,,,2.3236558691757136e-05,2.3040472988075403e-05,Transporte
Marítimo,Marítimo,Nafta,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Electricidad,Gwh,,6.504298694,,,,,,Transporte
Marítimo,Marítimo,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Transporte
Marítimo,Marítimo,Metanol,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gas Natural,Millones m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Carbón,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Biomasa,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Biogás,Millones m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Geotermia,Gwh,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Diésel,Mil m3,,5.608609432,,,,0.0016800013861206016,0.0016519187670802377,Transporte
Aéreo,Aéreo,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gasolina de Motor,Mil m3,,0.320526181,,,,9.21236519116434e-05,8.829010327174884e-05,Transporte
Aéreo,Aéreo,Kerosene,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gas Licuado,Mil ton,,1.445286315,,,,0.00035217359531374936,0.0003434135563239084,Transporte
Aéreo,Aéreo,Gasolina Aviación,Mil m3,0.0,30.34850468,1.0,0.0,0.0,0.008474662248343322,0.00844404654814448,Transporte
Aéreo,Aéreo,Kerosene de Aviación,Mil m3,9040.432433084037,8586.948139,-0.05281088073938782,2.592874442226004,2.5709940245485523,2.4611641623873224,2.4403952045971495,Transporte
Aéreo,Aéreo,Nafta,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Electricidad,Gwh,,0.0,,,,,,Transporte
Aéreo,Aéreo,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Transporte
Aéreo,Aéreo,Metanol,Mil ton,,0.0,,,,0.0,0.0,Transporte
Transporte por Ducto,Transporte por Ducto,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gas Natural,Millones m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Carbón,Mil ton,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Biomasa,Mil ton,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Energía Solar,Gwh,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Biogás,Millones m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Geotermia,Gwh,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Diésel,Mil m3,,0.007984032,,,,2.391534833982578e-06,2.35155834216576e-06,
Transporte por Ducto,Transporte por Ducto,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Kerosene,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gas Licuado,Mil ton,,1.1509278,,,,0.0002804471176858433,0.000273471217964208,
Transporte por Ducto,Transporte por Ducto,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Nafta,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Electricidad,Gwh,,407.2026177,,,,,,
Transporte por Ducto,Transporte por Ducto,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,
Transporte por Ducto,Transporte por Ducto,Metanol,Mil ton,,0.0,,,,0.0,0.0,
Comercial,Comercial,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Gas Natural,Millones m3,1199.7913747246214,1493.67013,0.19674943575083648,0.25432558106246256,0.2536257367834238,0.31640873649430934,0.31553805394972084,Otros sectores
Comercial,Comercial,Carbón,Mil ton,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Biomasa,Mil ton,,66.58959043,,,,0.0023006012027257973,0.0,Otros sectores
Comercial,Comercial,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Energía Eólica,Gwh,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Energía Solar,Gwh,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Biogás,Millones m3,,14.4972912,,,,0.0029891192727126855,0.0029806685859525123,Otros sectores
Comercial,Comercial,Geotermia,Gwh,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Diésel,Mil m3,,3655.226448,,,,1.0828135886401875,1.0765836417363206,Otros sectores
Comercial,Comercial,Petróleo Combustible,Mil ton,,36.021678,,,,0.011143447086792893,0.011082051946294559,Otros sectores
Comercial,Comercial,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Kerosene,Mil m3,,5.077811106,,,,0.001456300607072513,0.001451178089698861,Otros sectores
Comercial,Comercial,Gas Licuado,Mil ton,4866.629558999997,2214.736876,-1.1973849858812742,1.1599693166086207,1.1571305873705073,0.5275332147550645,0.5262422116747594,Otros sectores
Comercial,Comercial,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Kerosene de Aviación,Mil m3,,1.258757985,,,,0.00036078126846142335,0.0003577367535726269,Otros sectores
Comercial,Comercial,Nafta,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Electricidad,Gwh,,7916.395465,,,,,,Otros sectores
Comercial,Comercial,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Gas Coque,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Alquitrán,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0,Otros sectores
Comercial,Comercial,Metanol,Mil ton,,0.0,,,,0.0,0.0,Otros sectores
Público,Público,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0,Otros sectores
Público,Público,Gas Natural,Millones m3,62.623614699409984,189.0569166,0.6687578755348749,0.01327463051675527,0.013238101850685996,0.04004850797070972,0.03993830388085666,Otros sectores
Público,Público,Carbón,Mil ton,,0.0,,,,0.0,0.0,Otros sectores
